booking_id,flight_id,passenger_id,booking_date,seat_no,class,payment_status,amount
1027,2175,1428,2024-10-15,3E,First,Paid,16015
1028,1270,1731,2025-03-29,10F,First,Failed,2082
1029,234,2193,2025-01-05,29C,Business,Pending,11503
1030,1463,1778,2024-07-02,24D,Economy,Pending,15800
1031,2185,1117,2025-10-23,5E,First,Failed,7752
1032,1810,2321,2024-07-23,9E,Economy,Paid,8222
1033,1173,534,2024-06-20,24D,Business,Paid,14123
1034,56,1218,2024-08-09,21F,Economy,Failed,5668
1035,2404,2229,2024-06-16,18B,Business,,19999
1036,813,1256,2024-08-31,8A,First,Failed,12995
1037,1850,1980,2024-08-05,12D,First,Failed,4062
1038,1960,2077,2024-02-25,34D,First,Paid,10971
1039,1087,532,2025-07-28,36A,First,Pending,19442
1040,806,1945,2025-09-06,17C,Economy,Pending,4398
1041,1576,140,2024-06-15,29B,Economy,Paid,13196
1042,600,2146,2025-06-02,40C,Economy,Pending,14924
1043,612,262,2024-05-21,32B,Business,Pending,14812
1044,1239,19,2024-05-04,8B,First,Paid,18811
1045,2189,2060,2024-03-30,5D,First,Pending,4116
1046,1950,1549,2024-11-06,12F,First,Pending,12513
1047,1531,1489,2025-01-05,29A,Economy,Failed,18943
1048,561,2307,2024-08-03,21F,Economy,Pending,7441
1049,627,2072,2025-03-16,23F,First,Failed,16256
1050,1611,1032,2025-09-26,5E,Business,Failed,12146
1051,675,228,2024-07-04,35C,Economy,Failed,2589
1052,49,376,2024-06-01,20B,First,Paid,2498
1053,1387,1147,2025-09-17,12C,First,Paid,18313
1054,1903,1114,2024-04-05,33B,First,Pending,9904
1055,627,2272,2025-12-10,8B,Business,Failed,11721
1056,277,736,2024-12-01,9B,First,Pending,11324
1057,2095,257,2025-05-29,32A,Economy,Pending,9432
1058,216,833,2024-05-28,24E,Business,Pending,7956
1059,230,1807,2025-09-14,37C,Business,Pending,3591
1060,2371,701,2025-06-15,30E,First,Pending,6407
1061,2273,911,2025-12-15,9E,Economy,Failed,16323
1062,1686,699,2025-02-05,6A,Economy,Failed,19991
1063,1311,438,2025-11-24,20D,First,Failed,5724
1064,46,1724,2024-11-26,31E,First,Failed,18586
1065,1837,2085,2024-08-14,27D,Economy,Paid,14151
1066,1038,1685,2024-12-23,37A,Business,Failed,10301
1067,633,2154,2025-08-10,9C,Business,Failed,14369
1068,2423,615,2024-11-11,5D,First,Failed,19152
1069,987,1943,2024-02-05,30F,First,Paid,2138
1070,333,1913,2025-05-23,34C,Economy,Pending,18604
1071,1880,2280,2025-04-22,9E,Economy,Paid,4525
1072,2214,1041,2025-03-03,38B,Economy,Failed,11637
1073,507,1183,2025-03-25,9D,Economy,Failed,17556
1074,117,960,2024-03-30,33A,First,Paid,3609
1075,943,1840,2025-06-24,8E,First,Pending,16533
1076,636,1306,2024-06-24,10C,Economy,Paid,15571
1077,1590,278,2025-02-23,11B,First,Paid,18582
1078,1463,125,2025-10-09,21F,First,Failed,19753
1079,1992,1344,2025-11-17,15C,Economy,Paid,5571
1080,869,675,2025-09-29,34C,Business,Paid,2488
1081,1295,715,2024-06-19,6C,Business,Paid,5540
1082,1735,2011,2025-01-28,13F,Economy,Paid,16651
1083,2264,1506,2024-09-22,36C,Business,Paid,13059
1084,113,1348,2025-05-18,9F,First,Paid,11056
1085,2264,913,2024-05-13,20E,Business,Failed,13220
1086,427,1990,2024-01-26,35A,Economy,Failed,13290
1087,1159,2443,2024-10-03,33F,Economy,Failed,19039
1088,1067,773,2024-04-09,11E,Business,Failed,18619
1089,284,2234,2025-03-17,38B,Business,Paid,18031
1090,834,1081,2025-02-28,11F,First,Paid,2988
1091,230,1753,2024-01-30,40F,Business,Paid,19766
1092,1920,1001,2025-10-06,39C,Business,Paid,11006
1093,1667,1738,2025-05-10,37A,Business,Failed,13158
1094,385,74,2025-10-12,2A,First,Failed,15582
1095,159,1109,2024-07-09,3F,Business,Paid,17908
1096,824,1038,2024-07-05,37C,First,Paid,7629
1097,208,1665,2024-05-19,14E,First,Paid,12827
1098,174,912,2024-11-15,27E,Economy,Paid,5986
1099,1824,794,2025-01-03,2D,Economy,Pending,10186
1100,1105,2097,2024-10-23,35C,First,Pending,3823
1101,1042,359,2024-07-18,20D,First,Pending,2610
1102,1017,2290,2025-01-13,16F,First,Pending,5868
1103,708,1858,2024-03-20,26C,Economy,Paid,13884
1104,1384,1077,2025-03-22,30A,First,Paid,6945
1105,1892,1801,2025-05-15,4B,Economy,Paid,15908
1106,1303,1576,2024-09-15,29D,Economy,Pending,18725
1107,2445,1720,2025-09-04,31D,First,Pending,15222
1108,677,1669,2025-06-27,14C,First,Paid,13018
1109,662,2104,2024-04-30,39B,First,Pending,5831
1110,1564,879,2024-02-24,21F,Economy,Failed,4379
1111,1261,2303,2025-05-07,21F,Business,Pending,15390
1112,2354,5,2024-01-18,23D,First,Pending,17303
1113,358,1605,2024-11-04,9C,Business,Pending,14394
1114,1309,1076,2025-09-24,33E,Business,Pending,16417
1115,1317,329,2024-04-19,7C,Business,Paid,4439
1116,419,2146,2024-11-26,16D,Business,Failed,17115
1117,1492,1003,2025-07-26,8C,Business,Paid,15634
1118,642,783,2024-09-20,29B,Economy,Pending,13731
1119,1594,577,2024-09-24,10A,Economy,Pending,18253
1120,507,327,2025-03-10,4C,Economy,Pending,7429
1121,1682,2291,2025-03-25,25E,Business,Pending,18855
1122,1502,1528,2024-10-23,27B,Economy,Pending,5765
1123,1386,2415,2025-09-30,11C,First,Failed,14361
1124,312,1466,2024-05-16,37F,Business,Paid,10845
1125,1658,2282,2025-08-12,21B,First,Pending,15747
1126,245,652,2025-12-19,11D,Business,Failed,18845
1127,477,2381,2025-01-31,33D,Business,Paid,19557
1128,615,495,2024-07-02,32C,Business,Paid,3667
1129,2484,1139,2025-02-15,32A,Business,Paid,16195
1130,250,2417,2025-08-23,6D,First,Pending,16143
1131,1596,1357,2024-11-15,33D,Business,Pending,5321
1132,1774,1154,2025-07-29,16B,Business,Failed,10831
1133,1930,2143,2024-11-21,38C,Economy,Failed,6126
1134,1876,1125,2025-07-20,4A,Business,Paid,11299
1135,511,1220,2025-02-20,19D,Business,Pending,15283
1136,1670,802,2025-11-30,39F,Business,Paid,8185
1137,1873,2043,2025-12-03,31C,Business,Paid,18634
1138,774,208,2025-08-29,35A,Business,Failed,3620
1139,1366,473,2024-03-30,7D,Business,Pending,11910
1140,924,1639,2025-03-16,9C,First,Failed,10457
1141,74,1032,2024-03-15,24D,First,Pending,17942
1142,809,136,2025-07-27,24A,Business,Paid,18405
1143,1046,261,2024-09-23,26A,First,Paid,15718
1144,2268,1171,2025-09-24,37E,Economy,Paid,4123
1145,2127,458,2024-11-07,13C,Economy,Pending,19894
1146,235,1929,2025-04-27,36C,Business,Paid,5852
1147,2205,1721,2024-01-28,5D,Business,Pending,13130
1148,2375,1437,2024-12-07,33D,First,Pending,5422
1149,642,2280,2025-03-01,36C,Economy,Failed,10431
1150,621,2149,2025-06-18,40F,Business,Paid,5007
1151,985,147,2025-02-13,40A,Economy,Failed,15913
1152,1299,717,2025-09-02,9A,First,Pending,16860
1153,1618,507,2024-10-11,26C,Business,Paid,2156
1154,1796,2152,2025-09-13,22E,Business,Paid,8342
1155,860,2384,2025-12-15,24B,Business,Pending,9598
1156,2086,446,2024-04-15,13E,Economy,Paid,6761
1157,2166,444,2025-05-18,33D,First,Pending,12975
1158,2438,118,2024-02-15,33A,Economy,Paid,11878
1159,377,1541,2025-03-22,3A,Economy,Paid,9923
1160,1898,929,2024-05-23,9F,Business,Pending,18225
1161,376,567,2025-06-20,22D,First,Failed,17344
1162,1605,1937,2024-03-02,34D,First,Pending,13441
1163,595,88,2024-03-22,10E,Business,Paid,4155
1164,1066,1653,2024-12-01,33B,First,Pending,17024
1165,2008,476,2024-07-29,21E,Business,Pending,2092
1166,1052,1706,2025-02-03,21B,Business,,17301
1167,629,1509,2025-12-09,26E,First,Paid,14468
1168,2374,295,2024-12-12,20E,First,,4143
1169,1533,720,2024-07-16,22E,First,Failed,19986
1170,2373,1405,2025-01-11,33E,First,Paid,4951
1171,1831,995,2024-06-10,32F,Economy,Failed,12258
1172,1184,1307,2024-07-26,37C,Business,Pending,3310
1173,746,686,2025-03-02,31A,Business,Pending,9967
1174,1278,1204,2024-02-13,24C,Business,Failed,8246
1175,1952,961,2025-05-05,8D,Business,Failed,18542
1176,2296,935,2024-10-05,38C,Economy,Failed,19970
1177,2446,406,2024-05-25,2E,First,Pending,18761
1178,2251,1291,2024-03-09,31C,First,Pending,10905
1179,1326,1618,2025-10-13,38E,First,Paid,14379
1180,1172,1088,2025-06-05,15F,Business,Paid,17002
1181,221,119,2024-04-20,4E,Economy,Pending,15421
1182,1872,2389,2025-07-02,31B,Economy,Pending,18170
1183,2311,313,2025-08-15,34F,First,Paid,12974
1184,2344,163,2025-08-30,40D,Business,Paid,4500
1185,2340,1529,2024-02-24,10F,First,Pending,16918
1186,684,293,2025-10-05,16A,Business,Failed,18875
1187,876,690,2024-08-10,37F,First,Pending,10113
1188,1055,1401,2025-07-28,8B,First,Failed,16438
1189,1963,1566,2025-06-07,2D,Economy,Pending,13805
1190,349,673,2024-05-25,21D,Business,Paid,11721
1191,219,399,2024-09-20,10D,Economy,Paid,9731
1192,1023,1048,2025-06-27,14D,Economy,Paid,2945
1193,450,1943,2025-04-12,33E,First,Pending,10893
1194,504,240,2025-07-14,31F,Business,Pending,4484
1195,86,2359,2024-07-05,4F,Business,Pending,9628
1196,1289,2369,2024-12-08,9E,First,Failed,13460
1197,523,672,2024-04-08,14E,First,Pending,13294
1198,630,2462,2025-11-09,21F,First,Failed,12059
1199,2300,402,2024-11-01,31E,Business,Failed,14317
1200,18,2107,2025-12-25,25C,First,Failed,9817
1201,1269,53,2024-07-17,12D,First,Paid,5033
1202,1177,1088,2024-06-02,35C,Economy,Failed,14971
1203,1633,1143,2024-04-05,35C,First,Failed,2389
1204,500,286,2025-07-28,17E,First,Paid,11435
1205,458,2066,2025-12-06,31B,Business,Failed,2011
1206,115,1029,2024-12-24,16C,First,Pending,11708
1207,753,1929,2025-02-02,36C,Business,Pending,10511
1208,769,160,2025-01-10,15C,Economy,Paid,14473
1209,2495,142,2025-08-24,19F,Economy,Paid,12468
1210,2401,397,2024-11-23,14F,Business,Failed,3927
1211,1871,1042,2024-09-28,32C,First,Failed,4832
1212,322,534,2025-08-19,31C,Business,Failed,2015
1213,1973,1556,2024-10-21,36F,First,Paid,12719
1214,226,1799,2025-01-29,18C,First,Failed,5866
1215,361,1634,2025-04-16,8E,First,Pending,17986
1216,1555,286,2025-07-01,35D,Business,Pending,4345
1217,834,1029,2024-01-18,26C,Economy,Failed,10450
1218,112,2177,2024-03-17,10C,Business,Paid,17349
1219,212,956,2024-02-18,3C,First,Pending,3063
1220,1257,671,2025-05-12,6C,Business,Paid,18659
1221,948,499,2025-03-01,29F,Economy,Pending,12983
1222,159,2324,2025-07-09,17F,Business,Failed,4566
1223,1909,1107,2025-09-12,31B,Economy,Failed,3930
1224,1348,1856,2024-05-08,13E,Economy,Paid,16940
1225,1272,1142,2025-06-02,18E,First,Failed,5582
1226,911,2077,2024-10-30,18B,Economy,Paid,3331
1227,2452,1181,2024-04-21,7E,Business,Paid,10066
1228,404,2079,2025-12-25,38B,Business,Pending,15236
1229,1842,2007,2024-12-28,16A,First,Pending,2479
1230,1691,1310,2024-03-06,34B,Business,Failed,5046
1231,1464,1689,2024-01-31,15A,First,Paid,3488
1232,1257,336,2024-10-21,7D,Business,Pending,15720
1233,193,570,2024-11-14,22F,Business,Failed,17409
1234,1123,2361,2024-01-14,31A,Economy,Failed,19213
1235,1975,599,2025-07-23,9A,Economy,Pending,17394
1236,1643,1147,2024-08-29,36B,Economy,Failed,10335
1237,1000,865,2024-12-18,27F,Business,Pending,12078
1238,1740,2419,2024-09-04,31D,First,Paid,9990
1239,523,805,2025-09-01,13C,First,Failed,10975
1240,350,314,2025-04-12,21C,First,Paid,6273
1241,2364,28,2025-01-22,4A,Economy,Pending,8461
1242,1741,1254,2025-11-04,37B,Business,Paid,9558
1243,1945,1030,2025-03-17,35F,Economy,Pending,10732
1244,1561,1997,2024-12-07,3B,Business,Failed,9375
1245,652,1342,2025-05-30,27B,Business,Failed,15660
1246,635,1249,2024-02-14,3D,Business,Failed,2412
1247,1802,2137,2025-02-22,32B,Economy,Paid,7377
1248,593,2088,2025-12-23,19A,Business,Paid,11919
1249,2492,681,2024-07-21,1C,Economy,Paid,7727
1250,1232,375,2025-12-15,37E,Economy,Pending,17907
1251,756,2441,2025-06-22,7C,Business,Failed,15288
1252,1300,1042,2025-01-20,19D,Business,,3427
1253,497,1551,2025-09-21,35E,Business,Pending,18105
1254,773,2180,2024-12-25,32B,Economy,Paid,3637
1255,2422,2338,2025-04-12,33D,Business,Pending,6677
1256,1599,1854,2024-07-23,18B,Business,Failed,15780
1257,184,806,2024-09-03,8C,First,Paid,9122
1258,32,2257,2024-02-18,11F,First,Failed,3294
1259,283,2375,2024-12-31,30F,First,Paid,16689
1260,836,279,2024-09-09,17F,Business,Pending,11774
1261,1456,1406,2024-03-18,12A,Economy,Failed,17302
1262,686,788,2025-09-23,22C,First,Paid,9787
1263,462,952,2025-02-20,37F,Economy,Paid,10555
1264,871,1333,2024-02-04,13B,First,Failed,4116
1265,368,277,2025-03-13,40F,First,Pending,12547
1266,166,2346,2024-11-07,26D,Economy,Failed,14710
1267,1729,433,2024-05-22,33C,First,Paid,4561
1268,602,1010,2024-07-15,6D,Economy,Failed,8039
1269,2174,1096,2024-09-16,7B,Business,Failed,9400
1270,38,317,2024-12-31,9D,Business,Pending,9868
1271,348,1212,2025-08-18,21B,Economy,Pending,4542
1272,1237,121,2024-07-10,1C,Economy,Failed,8720
1273,2022,1366,2025-05-01,25B,Business,Pending,19267
1274,734,304,2025-06-17,29C,Economy,Pending,3172
1275,426,936,2024-01-24,22C,Business,Paid,9038
1276,1271,496,2024-03-15,38F,Business,Pending,16685
1277,648,2233,2025-10-07,37A,Economy,Failed,12867
1278,2334,2380,2025-01-28,17F,First,Failed,17980
1279,320,713,2025-11-09,24F,Economy,Paid,8542
1280,512,350,2025-04-02,16A,Business,Paid,19699
1281,2273,2368,2024-04-19,8D,First,Paid,18434
1282,1723,2460,2024-03-30,20B,First,Failed,17765
1283,1757,906,2024-02-06,26F,Business,Failed,2143
1284,1778,1828,2025-07-16,33F,First,Pending,7801
1285,1540,502,2025-07-25,20F,First,Paid,9337
1286,938,1178,2025-08-06,8F,Economy,Pending,12212
1287,765,914,2025-10-01,19C,Business,Pending,10116
1288,2211,1516,2024-11-02,40B,First,Failed,16747
1289,653,527,2024-03-02,15B,Business,Pending,15998
1290,2130,1193,2024-10-31,31B,Economy,Paid,11066
1291,481,2027,2024-06-27,30F,Economy,Paid,19592
1292,516,711,2025-06-23,39C,Economy,Failed,2213
1293,1664,2041,2025-10-26,27F,First,Failed,16905
1294,187,112,2025-03-19,36D,Economy,Failed,14300
1295,146,2100,2025-06-02,35F,Business,Paid,5494
1296,1006,1673,2025-07-30,14B,Economy,Failed,2485
1297,152,2303,2025-09-26,39A,First,Paid,9544
1298,1387,1651,2024-02-05,34D,Economy,Pending,13915
1299,93,300,2025-04-22,34F,First,Failed,5479
1300,1850,958,2024-03-13,24A,Business,Failed,8929
1301,602,2475,2024-01-30,37A,Economy,Failed,14406
1302,49,1891,2024-10-29,4E,Economy,Paid,15199
1303,1903,307,2024-12-12,33B,Business,Pending,6937
1304,2204,2147,2025-05-25,37E,Business,Failed,2663
1305,775,121,2025-05-31,10B,First,Pending,19407
1306,546,2019,2024-03-05,21E,Economy,Failed,8316
1307,1464,2278,2025-09-18,29A,Economy,Paid,15074
1308,1261,1278,2025-03-28,14F,Economy,Pending,2236
1309,650,1428,2025-06-12,38D,Economy,Pending,13476
1310,2024,1518,2025-01-03,6E,Business,Failed,8550
1311,1081,1186,2024-02-06,29A,Economy,Pending,15864
1312,175,1932,2025-01-15,30B,Economy,Paid,2228
1313,1238,1456,2024-08-06,33D,Economy,Pending,18092
1314,2075,1180,2025-10-10,30E,First,Pending,4886
1315,1942,1347,2024-09-02,4E,First,Pending,14451
1316,1143,629,2025-07-03,30F,First,Pending,15991
1317,147,1215,2024-09-07,20F,Business,Failed,14669
1318,868,1200,2025-07-18,2D,Business,Failed,8874
1319,2313,1962,2024-12-11,17A,Business,Pending,4989
1320,2306,517,2025-12-15,14E,Economy,Pending,11278
1321,1884,845,2025-04-16,5A,Economy,Paid,9138
1322,743,1548,2025-07-14,28C,Business,Failed,3993
1323,1523,1595,2024-05-01,5E,First,Failed,5045
1324,710,820,2024-11-21,4A,Economy,Failed,8193
1325,1351,762,2025-06-11,31A,First,Pending,18157
1326,1094,1363,2024-04-30,19D,Economy,Failed,16259
1327,1953,2367,2024-05-18,12B,Economy,Paid,3305
1328,1606,111,2024-03-27,27C,First,Paid,7467
1329,1682,1842,2024-05-09,25D,Business,Paid,6459
1330,1855,807,2024-09-08,25D,First,Paid,7087
1331,2267,1497,2024-12-25,6F,Business,Paid,19303
1332,561,1244,2025-03-05,35B,Business,Failed,16898
1333,892,487,2024-02-16,23A,Economy,Pending,10233
1334,597,811,2025-08-13,12E,Economy,Pending,16758
1335,2391,2044,2025-05-15,26E,Economy,Pending,16470
1336,450,517,2025-02-28,9F,Business,Pending,17121
1337,2384,835,2025-01-09,15A,Business,Failed,19666
1338,2052,624,2025-12-31,2C,First,Failed,15502
1339,1826,1048,2024-04-20,30F,Economy,Failed,17083
1340,1250,1565,2024-08-14,35D,Economy,Paid,18147
1341,1174,1156,2024-02-08,35D,Business,Pending,18225
1342,2286,1345,2024-05-14,15B,Economy,Failed,8109
1343,1684,497,2024-10-21,30C,Business,Failed,4120
1344,2151,2430,2025-09-01,10C,First,Failed,13337
1345,1199,2264,2024-02-03,13F,First,Pending,15893
1346,1010,543,2025-03-03,8A,Economy,Pending,7306
1347,1772,916,2024-03-08,27E,First,Paid,7878
1348,1708,1802,2025-12-03,2B,Economy,Paid,12709
1349,440,82,2024-07-17,14A,Economy,Paid,16914
1350,1309,994,2025-07-13,7E,Business,Pending,18151
1351,2273,1180,2024-09-15,3D,Business,Paid,7009
1352,2031,166,2025-12-25,39F,Economy,Paid,18512
1353,1968,2256,2025-11-04,4B,First,Failed,3345
1354,246,2072,2025-09-16,3D,First,Pending,12628
1355,1543,807,2024-05-16,29B,Economy,Paid,13025
1356,1238,332,2025-01-15,35B,Economy,Paid,9132
1357,1614,1586,2025-06-07,4B,First,Pending,14696
1358,1725,1535,2024-08-25,33C,First,Paid,7097
1359,953,1617,2024-10-10,15F,Business,Pending,15473
1360,2264,2289,2025-11-18,37C,Business,Pending,11627
1361,283,181,2025-04-02,37E,First,Pending,12609
1362,2430,1317,2025-08-09,21B,Business,Paid,6746
1363,1941,2017,2024-05-14,20B,Business,Paid,18459
1364,172,1107,2024-03-22,34B,Economy,Paid,5611
1365,1245,1590,2025-08-17,27C,Business,Pending,10001
1366,1119,2138,2025-10-15,18A,Business,Paid,5392
1367,1883,2487,2024-07-27,36E,Economy,Failed,12184
1368,2092,1739,2025-12-27,12F,First,Pending,14949
1369,2276,2241,2025-02-06,28E,Business,Paid,7111
1370,2365,488,2024-07-06,32A,Business,Pending,13570
1371,601,612,2025-05-07,23F,First,Paid,8119
1372,2024,1113,2024-09-11,25E,Business,Pending,4394
1373,467,1398,2024-11-18,21F,First,Failed,3416
1374,1739,1457,2025-11-04,27D,Economy,Pending,9843
1375,297,2194,2025-02-28,10C,First,Pending,10431
1376,1020,1338,2025-02-18,25B,First,,8314
1377,2263,327,2024-06-15,35D,First,Paid,7764
1378,1548,2201,2025-08-12,16B,Economy,Pending,17952
1379,1899,402,2025-04-29,20F,First,Paid,6158
1380,661,488,2025-03-11,10D,First,Pending,6146
1381,654,2115,2025-11-17,4E,Economy,Paid,14098
1382,802,2137,2025-06-15,27D,Business,Paid,13202
1383,341,1159,2025-08-30,36E,Business,Paid,7440
1384,704,2250,2025-04-25,9D,First,,17575
1385,2455,2476,2024-06-28,16C,Economy,Pending,14268
1386,853,1203,2025-08-29,14C,Economy,Pending,19053
1387,306,2387,2024-03-11,6D,First,Paid,9658
1388,1934,79,2025-12-02,24A,First,,6658
1389,1788,1621,2025-03-16,35F,Business,Paid,9421
1390,874,1557,2025-10-05,13A,Business,Failed,11322
1391,1582,378,2024-05-18,18D,First,Failed,7355
1392,495,165,2024-04-11,39E,Economy,Pending,11713
1393,1686,1564,2025-04-12,3A,First,Failed,10012
1394,1606,749,2024-10-09,13E,Economy,Failed,4664
1395,1538,1721,2024-01-29,36B,Business,Paid,6862
1396,1636,1846,2024-01-18,31B,First,Paid,14171
1397,896,155,2025-11-17,22C,Economy,Failed,12086
1398,1168,1147,2025-05-22,1B,Business,Failed,3515
1399,2347,1064,2025-08-23,13F,First,Failed,2583
1400,2475,2217,2024-01-20,8F,First,Paid,15953
1401,1862,1354,2024-11-21,31B,Business,Pending,18503
1402,757,1464,2024-12-21,39F,First,Failed,9908
1403,31,1517,2025-03-08,14D,Business,Pending,13757
1404,2380,2402,2025-02-02,16E,Economy,Pending,13494
1405,1994,328,2024-01-18,21C,First,Failed,18255
1406,2100,1527,2025-07-03,25D,Business,Pending,6459
1407,243,2393,2025-01-10,35F,Business,Paid,3968
1408,686,789,2025-08-23,23C,Economy,Failed,4531
1409,1636,2425,2024-12-05,17C,First,Failed,8389
1410,1441,1319,2024-05-29,33D,Business,Failed,10955
1411,1499,2482,2025-12-16,30A,Business,Failed,2901
1412,1416,562,2024-08-20,31C,Business,Paid,7965
1413,1413,513,2024-04-13,14C,First,Paid,5256
1414,573,516,2025-09-14,21D,First,Pending,7506
1415,1992,1540,2024-08-08,3E,Economy,Failed,14178
1416,1432,1186,2024-01-26,15F,Economy,Failed,3693
1417,1213,667,2024-03-04,10A,Economy,Pending,4129
1418,2331,1551,2024-09-10,17E,First,Paid,6011
1419,1660,2413,2024-09-05,38E,Business,Failed,3365
1420,599,1568,2024-05-10,27C,First,Pending,10387
1421,2196,1449,2024-01-30,10B,First,Paid,8203
1422,70,967,2024-01-10,22B,First,Pending,2150
1423,1394,1981,2024-03-29,25E,Economy,Pending,7180
1424,1650,1599,2025-03-05,16D,Business,Paid,2330
1425,1539,1981,2024-05-26,36F,First,Failed,19338
1426,2282,364,2024-05-06,22C,Economy,Paid,13881
1427,467,108,2025-11-28,32F,First,Failed,9400
1428,557,623,2024-05-03,32D,Business,Paid,13140
1429,894,321,2025-09-10,11F,Economy,Failed,12587
1430,836,510,2024-12-06,23B,First,Failed,4044
1431,1311,1065,2025-06-01,9F,Economy,Pending,7645
1432,618,304,2024-02-20,35D,Business,Pending,7010
1433,1318,969,2025-02-01,12E,Business,Failed,9848
1434,1505,1439,2024-11-09,4E,Economy,Paid,14206
1435,134,1418,2025-10-09,3A,First,Failed,16578
1436,8,2413,2025-05-28,4A,Business,Paid,18190
1437,2076,989,2025-05-16,27B,Business,Failed,18345
1438,783,2200,2025-06-13,15A,First,Paid,12862
1439,1334,259,2025-11-27,10A,Economy,,19959
1440,541,1975,2025-02-22,14E,Economy,Paid,8723
1441,1058,2271,2024-07-12,30C,First,Pending,7754
1442,2055,1290,2024-11-07,4E,Business,,4213
1443,2088,230,2025-12-22,40D,Business,Pending,19610
1444,909,2487,2024-10-25,32A,First,Paid,11855
1445,2110,150,2024-11-24,1E,First,Failed,10555
1446,1321,910,2025-04-20,36D,Economy,Paid,17511
1447,2427,978,2025-08-06,1A,Economy,Pending,7544
1448,322,635,2024-04-26,34F,First,Pending,5632
1449,733,1894,2024-09-20,18E,Business,Paid,7588
1450,1419,2447,2025-05-31,19A,Economy,Failed,8658
1451,1381,622,2025-06-02,33F,First,Paid,11637
1452,2467,2191,2024-01-21,28B,Business,Paid,6827
1453,1360,948,2025-04-21,7A,Economy,Pending,8138
1454,2068,1094,2025-07-02,34B,First,Failed,13648
1455,2460,54,2024-06-21,16B,First,Failed,7979
1456,1915,844,2024-03-02,40E,Business,Failed,17738
1457,549,1866,2024-07-24,17C,Business,Failed,15539
1458,1283,299,2025-09-04,18D,First,Paid,12357
1459,605,445,2025-09-22,6C,Business,Failed,17594
1460,1723,98,2024-06-27,26D,First,Failed,7287
1461,2405,2106,2025-10-05,37B,Business,Failed,13011
1462,2249,177,2024-12-07,15C,Business,Pending,17265
1463,1582,719,2025-03-15,6F,Economy,Pending,10887
1464,2279,1309,2024-03-15,3A,Economy,Pending,6617
1465,2351,2039,2024-10-16,26D,Business,Failed,11574
1466,2435,323,2025-07-10,25E,First,Paid,12687
1467,715,1724,2024-05-23,31A,Business,Paid,8796
1468,925,1394,2025-10-10,1F,Economy,Pending,9033
1469,58,1990,2024-07-26,11A,First,Pending,8747
1470,434,846,2024-09-28,32D,Business,Failed,15408
1471,1785,90,2025-08-29,22E,Business,Pending,9936
1472,483,131,2025-02-18,7E,Business,Pending,19142
1473,367,1053,2025-01-31,3B,Business,Pending,3279
1474,889,2106,2025-01-18,14F,Economy,Pending,18825
1475,1853,1081,2024-09-17,37D,Economy,Paid,14696
1476,1355,994,2025-09-30,18A,Economy,Failed,15097
1477,1724,1418,2024-06-15,5F,Economy,Paid,8228
1478,1259,190,2024-01-18,18E,First,Pending,17288
1479,411,2124,2025-10-21,37F,First,Failed,16141
1480,2231,2419,2024-09-03,3B,First,Failed,14829
1481,2206,899,2025-10-03,21A,Business,Paid,3526
1482,2061,1761,2024-10-22,14E,First,Paid,2190
1483,1813,506,2025-02-17,10F,Economy,Pending,3873
1484,1803,1967,2024-11-15,26A,Economy,Paid,9958
1485,678,183,2025-07-07,20B,Business,Pending,13207
1486,618,154,2025-12-15,37B,First,Pending,9368
1487,2252,1293,2025-11-23,37D,Business,Pending,9489
1488,2350,1954,2024-06-29,35C,Business,Failed,9868
1489,795,1047,2024-10-22,25F,First,Failed,10346
1490,729,606,2025-10-17,9F,Business,Paid,7606
1491,1694,1367,2024-03-01,6E,First,,14285
1492,1886,2387,2024-07-27,23A,First,Failed,12467
1493,639,1959,2024-06-14,7D,Business,Paid,8660
1494,191,1065,2024-10-26,15A,Economy,Pending,14361
1495,1802,1700,2025-10-16,22E,First,Pending,18407
1496,899,518,2024-12-16,40E,Economy,Failed,16798
1497,1997,2455,2024-03-01,26C,Economy,Paid,9958
1498,2108,138,2024-09-19,2F,First,Paid,5160
1499,1490,1123,2024-05-03,18D,Economy,Failed,5371
1500,1403,2389,2024-08-25,32B,Business,Pending,11252
1501,1453,1340,2025-06-25,23E,Business,Pending,15785
1502,2110,2273,2024-03-30,25D,Economy,Paid,5351
1503,1944,2309,2024-05-18,12F,Business,Failed,2460
1504,2350,1103,2024-12-27,38F,First,Failed,15480
1505,638,697,2025-02-16,25A,First,Pending,4117
1506,999,811,2025-12-19,40C,Economy,Pending,8356
1507,2220,473,2024-04-02,16F,Business,Paid,3606
1508,1529,77,2024-05-13,5A,Economy,Failed,2071
1509,63,2310,2024-07-22,18B,Business,Paid,15115
1510,16,1026,2025-09-13,25F,First,Paid,8351
1511,842,2065,2024-02-07,10F,Business,Failed,14464
1512,1125,344,2025-04-01,25C,Business,Failed,2706
1513,1217,940,2025-06-17,24A,Economy,Pending,17660
1514,1997,846,2025-03-13,6A,First,Failed,4798
1515,899,1031,2025-11-10,20D,Business,Paid,10345
1516,1491,2294,2025-10-08,24C,First,Paid,18413
1517,2223,986,2025-09-13,7B,Business,Failed,5311
1518,1258,174,2024-08-11,6B,First,Paid,16433
1519,1515,846,2024-06-16,28D,Business,Failed,10428
1520,417,693,2024-04-16,36E,First,Pending,18206
1521,1557,1009,2025-01-14,33D,Business,Pending,14917
1522,451,2329,2024-01-24,7A,First,Failed,10809
